stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,wheelchair_boarding
1,48050,"Sheridan Drive & Colvin Boulevard",,42.980718,-78.858842,1,0
2,47950,"Sheridan Drive & Ashford Avenue",,42.980740,-78.846582,1,0
3,47960,"Sheridan Drive & Ashford Avenue",,42.980918,-78.846102,1,0
6,47990,"Sheridan Drive & Belmont Avenue",,42.980729,-78.854812,1,0
7,48000,"Sheridan Drive & Belmont Avenue",,42.980989,-78.852461,1,0
8,48020,"Sheridan Drive & Campus Drive",,42.978698,-78.787500,1,0
9,48180,"Sheridan Drive & Elmwood Avenue",,42.980759,-78.879042,1,0
11,47900,"Sheridan Drive & Aquatic Center",,42.980989,-78.866260,1,0
12,48060,"Sheridan Drive & Colvin Boulevard",,42.980978,-78.858222,1,0
13,48070,"Sheridan Drive & Delaware Avenue",,42.980718,-78.872791,1,0
14,48080,"Sheridan Drive & Delaware Avenue",,42.980989,-78.871770,1,0
15,48083,"Sheridan Drive & Delaware Avenue",,42.980989,-78.872740,1,0
16,48090,"Sheridan Drive & Delaware Road",,42.980718,-78.869180,1,0
17,48100,"Sheridan Drive & Delaware Road",,42.980989,-78.868834,1,0
18,48130,"Sheridan Drive & Dunlop Plant",,42.967819,-78.919860,1,0
19,48820,"Sheridan Drive & Village Green",,42.978709,-78.747490,1,0
22,47690,"Seneca Creek Road & Creekview Drive",,42.850780,-78.725241,1,0
23,47700,"Seneca Creek Road & Creekview Drive",,42.850920,-78.724952,1,0
24,47730,"Seneca Creek Road & Union Road",,42.851278,-78.754403,1,0
25,47740,"Seneca Creek Road & Union Road",,42.851120,-78.753993,1,0
26,47771,"Senior Drive & Campus Drive",,43.137919,-79.037520,1,0
27,47781,"Senior Drive & Castellani Art Museum",,43.136689,-79.037161,1,0
28,47782,"University Drive & Dunleavy Hall",,43.138270,-79.037072,1,0
29,47783,"Senior Drive & Castellani Art Museum",,43.136908,-79.037442,1,0
30,47920,"1896 Sheridan Drive",,42.980989,-78.863672,1,0
31,47810,"Seymour Street & Adam Street",,43.019449,-78.880141,1,0
32,47910,"1885 Sheridan Drive",,42.980718,-78.864311,1,0
33,47830,"1186 Sheridan Drive",,42.980880,-78.889983,1,0
34,47840,"1197 Sheridan Drive",,42.980710,-78.889961,1,0
35,47850,"1380 Sheridan Drive",,42.981069,-78.883041,1,0
36,47860,"1421 Sheridan Drive",,42.980778,-78.881653,1,0
37,47870,"1434 Sheridan Drive",,42.981050,-78.880614,1,0
38,47880,"1574 Sheridan Drive",,42.981008,-78.875591,1,0
39,47890,"Sheridan Drive & Tops Plaza",,42.980989,-78.870531,1,0
40,48190,"Sheridan Drive & Elmwood Avenue",,42.981028,-78.878250,1,0
42,48680,"Sheridan Drive & Sheridan-Parkside Drive",,42.980858,-78.892462,1,0
44,48510,"Sheridan Drive & Parker Boulevard",,42.980658,-78.837822,1,0
45,48550,"Sheridan Drive & North Forest Road",,42.978030,-78.767123,1,0
46,48560,"Sheridan Drive & North Forest Road",,42.978208,-78.767522,1,0
47,48570,"Sheridan Drive & Niagara Falls Boulevard",,42.980669,-78.823274,1,0
48,48600,"Sheridan Drive & Parker Boulevard",,42.980869,-78.837303,1,0
49,48610,"Sheridan Drive & Parkhurst Boulevard",,42.980669,-78.831293,1,0
50,48160,"Sheridan Drive & Dupont Plant",,42.968269,-78.919382,1,0
51,48650,"Sheridan Drive & River Road",,42.966948,-78.921371,1,0
53,48690,"Sheridan Drive & St Andrews School",,42.980748,-78.877432,1,0
54,48700,"Sheridan Drive & Sunrise Boulevard",,42.978208,-78.779691,1,0
55,48710,"Sheridan Drive & Sunrise Boulevard",,42.978438,-78.779214,1,0
58,48770,"Sheridan Drive & Troy-Del-Way",,42.978578,-78.753761,1,0
59,48800,"Sheridan Drive & Vicksburg Avenue",,42.980940,-78.848371,1,0
60,50690,"South Park Avenue & Tefler Street",,42.784547,-78.823752,1,0
61,48620,"Sheridan Drive & Parkhurst Boulevard",,42.980888,-78.830741,1,0
63,48230,"Sheridan Drive & Evans Street",,42.978479,-78.740173,1,0
64,48280,"Sheridan Drive & Fleetwood Terrace",,42.978128,-78.758073,1,0
65,48290,"Sheridan Drive & Fleetwood Terrace",,42.978359,-78.757771,1,0
66,48300,"Sheridan Drive & Gettysburg Avenue",,42.980759,-78.848774,1,0
67,48310,"Sheridan Drive & Getzville Road",,42.978978,-78.792622,1,0
68,48320,"Sheridan Drive & Getzville Road",,42.979170,-78.791924,1,0
69,48337,"Sheridan Drive & Grayton Road",,42.980910,-78.844072,1,0
71,48493,"Sheridan Drive & Montrose Avenue",,42.980880,-78.828190,1,0
72,48380,"Sheridan Drive & International Drive",,42.978359,-78.731751,1,0
74,48400,"Sheridan Drive & Logan Avenue",,42.980767,-78.850403,1,0
75,48410,"Sheridan Drive & Loretta Street",,42.980699,-78.841372,1,0
76,48420,"Sheridan Drive & Loretta Street",,42.980899,-78.840802,1,0
77,48440,"Sheridan Drive & Military Road",,42.980767,-78.885852,1,0
78,48450,"Sheridan Drive & Military Road",,42.980978,-78.886483,1,0
79,48460,"Sheridan Drive & Mill Street",,42.978518,-78.744750,1,0
80,48470,"Sheridan Drive & Mill Street",,42.978687,-78.744243,1,0
81,47660,"975 Seneca Creek Road",,42.850719,-78.718730,1,0
83,46980,"Seneca Street & Maywood Place",,42.848398,-78.801631,1,0
84,46870,"Seneca Street & Lester Street",,42.868589,-78.829072,1,0
87,46900,"Seneca Street & Lind Avenue",,42.836708,-78.775163,1,0
90,46940,"Seneca Street & Main Street",,42.880619,-78.876252,1,0
91,47680,"Seneca Creek Road & Cindy Lane",,42.851048,-78.729862,1,0
92,46970,"Seneca Street & Maurice Street",,42.871359,-78.836293,1,0
93,46850,"Seneca Street & Knoerl Avenue",,42.857419,-78.812242,1,0
96,47010,"Seneca Street & Milton Street",,42.869378,-78.831432,1,0
97,47020,"Seneca Street & Milton Street",,42.869340,-78.831051,1,0
98,47030,"Seneca Street & Mineral Springs Road",,42.858228,-78.812882,1,0
99,47040,"Seneca Street & Mt. Vernon Avenue",,42.848999,-78.802213,1,0
102,46950,"Seneca Street & Main Street",,42.831179,-78.774470,1,0
103,46710,"Seneca Street & Indian Church Road",,42.851407,-78.805030,1,0
104,46610,"Seneca Street & Harlem Road",,42.843239,-78.790621,1,0
105,46620,"Seneca Street & Harlem Road",,42.843288,-78.791021,1,0
106,46630,"Seneca Street & Highland Avenue",,42.829918,-78.759602,1,0
107,46640,"Seneca Street & Highland Avenue",,42.829778,-78.759330,1,0
108,46650,"Seneca Street & Hillcrest Drive",,42.829798,-78.761281,1,0
109,46660,"Seneca Street & Hillcrest Drive",,42.829597,-78.761492,1,0
110,46670,"Seneca Street & Hilldale Avenue",,42.829359,-78.764972,1,0
111,46680,"Seneca Street & Hilldale Avenue",,42.829488,-78.764422,1,0
112,46860,"Seneca Street & Leamington Place",,42.862368,-78.819194,1,0
113,46700,"Seneca Street & Hydraulic Street",,42.875730,-78.847661,1,0
115,46720,"Seneca Street & Indian Church Road",,42.851528,-78.805351,1,0
118,46750,"Seneca Street & Kamper Street",,42.855019,-78.809251,1,0
120,46800,"Seneca Street & Kingston Place",,42.854298,-78.808592,1,0
121,46830,"Seneca Street & Klas Avenue",,42.843899,-78.792432,1,0
123,46690,"Seneca Street & Hydraulic Street",,42.875530,-78.847581,1,0
124,47530,"Seneca Street & Walter Street",,42.871658,-78.837401,1,0
126,47460,"Seneca Street & Thorndale Avenue",,42.841808,-78.787381,1,0
128,47480,"Seneca Street & Transit Road",,42.827430,-78.697611,1,0
129,47490,"Seneca Street & Unger Avenue",,42.860828,-78.817071,1,0
131,47500,"Seneca Street & Union Road",,42.830288,-78.754143,1,0
133,47440,"Seneca Street & South Ryan Street",,42.856808,-78.811461,1,0
135,47430,"Seneca Street & St Davids Drive",,42.829918,-78.757442,1,0
136,47590,"Seneca Street & Yale Street",,42.855688,-78.810241,1,0
137,47600,"Seneca Street & Zittel Street",,42.853939,-78.807922,1,0
138,47610,"244 Seneca Creek Road",,42.851237,-78.746412,1,0
139,47620,"261 Seneca Creek Road",,42.850988,-78.745091,1,0
140,47630,"450 Seneca Creek",,42.851150,-78.739154,1,0
141,47640,"481 Seneca Creek Road",,42.850909,-78.737504,1,0
142,47650,"890 Seneca Creek",,42.850859,-78.720292,1,0
143,48823,"Sheridan Drive & Williamsvill Place Drway",,42.978389,-78.734013,1,0
144,47520,"Seneca Street & Union Road",,42.830137,-78.754081,1,0
145,47280,"Seneca Street & Smith Street",,42.874379,-78.844422,1,0
146,47670,"Seneca Creek Road & Cindy Lane",,42.850837,-78.729872,1,0
148,47160,"Seneca Street & Ridge Road",,42.829748,-78.772961,1,0
149,47170,"Seneca Street & Ridge Road",,42.830288,-78.774451,1,0
150,47180,"Seneca Street & Royal Yark Apartments",,42.835070,-78.774553,1,0
152,47200,"Seneca Street & Ryan Street",,42.857299,-78.811772,1,0
153,47210,"Seneca Street & Sage Avenue",,42.860889,-78.816831,1,0
154,47450,"Seneca Street & Thorndale Avenue",,42.841819,-78.786862,1,0
155,47240,"Seneca Street & City Line",,42.847839,-78.800962,1,0
157,47290,"Seneca Street & Smith Street",,42.874198,-78.843690,1,0
158,47310,"Seneca Street & Southside Parkway",,42.862379,-78.819421,1,0
162,47370,"Seneca Street & Stephenson Avenue",,42.845088,-78.795573,1,0
163,47380,"Seneca Street & Stevenson Street",,42.858748,-78.813824,1,0
165,47230,"Seneca Street & City Line",,42.848039,-78.801080,1,0
166,50120,"South Park Avenue & Knoll Drive",,42.741659,-78.825313,1,0
167,50010,"South Park Avenue & Hilbert College",,42.754780,-78.824690,1,0
168,50020,"South Park Avenue & Hopkins Street",,42.857858,-78.831583,1,0
169,50040,"South Park Avenue & Immaculata",,42.756158,-78.824351,1,0
170,50050,"South Park Avenue & Immaculata",,42.756408,-78.824693,1,0
171,50052,"South Park Avenue & Immaculate Conception",,42.753158,-78.824524,1,0
172,50070,"South Park Avenue & Josie Place",,42.851859,-78.825293,1,0
173,50080,"South Park Avenue & Katherine Street",,42.870310,-78.856473,1,0
174,50210,"South Park Avenue & Macamley Street",,42.853728,-78.826811,1,0
175,50110,"South Park Avenue & Knoll Drive",,42.741750,-78.825033,1,0
176,49980,"South Park Avenue & West Highland Parkway",,42.780108,-78.823790,1,0
177,50130,"South Park Avenue & Lake Avenue",,42.795750,-78.823763,1,0
178,50140,"South Park Avenue & Lake Avenue",,42.797408,-78.823911,1,0
179,50150,"South Park Avenue & Lee Street",,42.863897,-78.843931,1,0
180,50160,"South Park Avenue & Lee Street",,42.863939,-78.844271,1,0
181,50170,"South Park Avenue & Lockwood Avenue",,42.844310,-78.823853,1,0
182,50180,"South Park Avenue & Louisiana Street",,42.871768,-78.864273,1,0
183,50190,"South Park Avenue & Louisiana Street",,42.871718,-78.864883,1,0
184,48810,"Sheridan Drive & Village Green",,42.978539,-78.748042,1,0
185,50100,"South Park Avenue & Kirby Avenue",,42.816798,-78.824053,1,0
186,49910,"South Park Avenue & Frontier Drive",,42.800400,-78.823832,1,0
187,49823,"South Park Avenue & Crystal Avenue",,42.845628,-78.823790,1,0
188,49830,"South Park Avenue & Downing Street",,42.834640,-78.823793,1,0
189,49833,"South Park Avenue & Downing Street",,42.834818,-78.824000,1,0
190,49840,"South Park Avenue & Elk Street",,42.868438,-78.850773,1,0
191,49850,"South Park Avenue & Elk Street",,42.868287,-78.850890,1,0
192,49860,"South Park Avenue & Euclid Street",,42.866898,-78.848971,1,0
193,49870,"South Park Avenue & East Milnor Avenue",,42.810309,-78.823860,1,0
194,49880,"South Park Avenue & Fairview Parkway",,42.782259,-78.823751,1,0
195,50000,"South Park Avenue & Hilbert College",,42.754448,-78.824510,1,0
196,49900,"South Park Avenue & Folger Street",,42.850950,-78.824762,1,0
197,49990,"South Park Avenue & West Highland Parkway",,42.780379,-78.823900,1,0
198,49920,"South Park Avenue & Germania Street",,42.858968,-78.834711,1,0
199,49923,"South Park Avenue & Germania Street",,42.858839,-78.834563,1,0
200,49930,"South Park Avenue & Greenfield Parkway",,42.777779,-78.823681,1,0
201,49940,"South Park Avenue & Greenfield Parkway",,42.777979,-78.823922,1,0
202,49950,"South Park Avenue & Hamburg Street",,42.870699,-78.858171,1,0
203,49960,"South Park Avenue & Hamburg Street",,42.870658,-78.858721,1,0
204,49970,"South Park Avenue & Harding Road",,42.840268,-78.823701,1,0
205,50220,"South Park Avenue & Madison Avenue",,42.795667,-78.823771,1,0
206,49890,"South Park Avenue & Fairview Parkway",,42.782769,-78.823882,1,0
207,50590,"South Park Avenue & Sirret Street",,42.854838,-78.827603,1,0
208,50490,"South Park Avenue & Pearl Avenue",,42.800279,-78.823971,1,0
209,50500,"South Park Avenue & Hamburg Raceway",,42.737670,-78.825262,1,0
210,50510,"South Park Avenue & Red Jacket Street",,42.870408,-78.856551,1,0
211,50520,"South Park Avenue & Reddon Street",,42.818258,-78.823941,1,0
212,50540,"South Park Avenue & Ridge Road",,42.825660,-78.824123,1,0
213,50550,"South Park Avenue & Ridgewood Road",,42.838660,-78.823743,1,0
214,50560,"South Park Avenue & Ridgewood Road",,42.839060,-78.823893,1,0
215,50200,"South Park Avenue & Macamley Street",,42.853358,-78.826422,1,0
216,50582,"South Park Avenue & Sharon Parkway",,42.811268,-78.823861,1,0
217,50460,"South Park Avenue & Parkview Avenue",,42.829480,-78.823780,1,0
218,50600,"South Park Avenue & Smith Street",,42.865977,-78.847482,1,0
219,50610,"South Park Avenue & Smith Street",,42.866098,-78.847911,1,0
220,50620,"South Park Avenue & Southside Parkway",,42.850188,-78.824043,1,0
221,50630,"South Park Avenue & Southside Parkway",,42.849840,-78.823941,1,0
222,42760,"Pine Avenue & Hyde Park Boulevard",,43.095138,-79.024562,1,0
223,50650,"South Park Avenue & Sowles Road",,42.751289,-78.824482,1,0
224,58880,"Youngs Road & Lawrence Bell Drive",,42.952797,-78.724682,1,0
225,50680,"South Park Avenue & Sprague Avenue",,42.750028,-78.824753,1,0
226,50570,"South Park Avenue & Roland Avenue",,42.811599,-78.824022,1,0
227,50340,"South Park Avenue & Michigan Avenue",,42.872907,-78.871571,1,0
228,50230,"South Park Avenue & Madison Avenue",,42.795898,-78.824091,1,0
229,50240,"South Park Avenue & Maple Avenue",,42.790190,-78.823802,1,0
230,50250,"South Park Avenue & Maple Avenue",,42.790338,-78.823921,1,0
231,50260,"South Park Avenue & Maplegrove Avenue",,42.822489,-78.823871,1,0
232,50270,"South Park Avenue & Maplegrove Avenue",,42.822558,-78.824031,1,0
233,50280,"South Park Avenue & Marilla Street",,42.837437,-78.823741,1,0
234,50290,"South Park Avenue & Marilla Street",,42.837410,-78.823921,1,0
235,50300,"South Park Avenue & Martin Road",,42.816118,-78.823932,1,0
236,50480,"South Park Avenue & Payson Street",,42.858009,-78.831751,1,0
237,50330,"South Park Avenue & Michigan Avenue",,42.873020,-78.871552,1,0
238,50470,"South Park Avenue & Parkview Avenue",,42.829348,-78.824013,1,0
239,50380,"South Park Avenue & Mundy Street",,42.786509,-78.823752,1,0
240,50390,"South Park Avenue & Mundy Street",,42.786257,-78.823922,1,0
242,50420,"South Park Avenue & Lack Victory Trans Ctr",,42.827098,-78.823862,1,0
243,50430,"South Park Avenue & Newman Street",,42.819160,-78.824084,1,0
244,50440,"South Park Avenue & Norway Place",,42.728649,-78.825592,1,0
245,50450,"South Park Avenue & Oakwood Avenue",,42.798279,-78.823781,1,0
246,49790,"South Park Avenue & Cleveland Avenue",,42.809350,-78.823991,1,0
247,50320,"South Park Avenue & McKinley Parkway",,42.827970,-78.823934,1,0
248,49170,"Smith Street & Minton Street",,42.872080,-78.844813,1,0
249,49070,"Skillen Street & Wiley Place",,42.959829,-78.896593,1,0
250,49080,"Skillen Street & Wyandotte Avenue",,42.961399,-78.898792,1,0
251,49090,"Skillen Street & Wyandotte Avenue",,42.961320,-78.898561,1,0
252,49099,"Slade Avenue & BOCES",,42.835327,-78.788564,1,0
253,49110,"Slade Avenue & Orchard Park Road",,42.835210,-78.788823,1,0
254,49150,"Slade Avenue & Hampton Inn",,42.829559,-78.788230,1,0
255,49155,"Smith Street & Clifford Street",,42.871888,-78.844953,1,0
256,49810,"South Park Avenue & Columbus Avenue",,42.847568,-78.823502,1,0
257,49161,"Slade Avenue & Hampton Inn",,42.829869,-78.787992,1,0
258,49050,"Skillen Street & Roesch Avenue",,42.962298,-78.899921,1,0
259,49180,"Smith Street & Perry Street",,42.870197,-78.845421,1,0
260,49190,"Smith Street & Perry Street",,42.870280,-78.845480,1,0
261,49200,"Smith Street & Prenatt Street",,42.866969,-78.846432,1,0
262,49210,"Smith Street & Seneca Street",,42.873869,-78.844231,1,0
263,49220,"Fillmore Avenue & Seneca Street",,42.874689,-78.844012,1,0
267,49160,"Smith Street & Elk Street",,42.868219,-78.845940,1,0
268,48970,"70 Skillen Street",,42.957478,-78.891711,1,0
269,48850,"Sheridan-Parkside Drive & Alcott Court",,42.986448,-78.894021,1,0
270,48870,"Sheridan-Parkside Drive & Browning Avenue",,42.986089,-78.893941,1,0
271,48890,"Sheridan-Parkside Drive & Ensminger Road",,42.987749,-78.893990,1,0
272,48900,"Sheridan-Parkside Drive & Ensminger Road",,42.987678,-78.894032,1,0
273,48910,"Sheridan-Parkside Drive & Pyle Court",,42.984930,-78.893881,1,0
274,48920,"Sheridan-Parkside Drive & Pyle Court",,42.984900,-78.893971,1,0
275,48930,"Sheridan-Parkside Drive & Shelley Court",,42.983069,-78.893152,1,0
276,48940,"Sheridan-Parkside Drive & Shelley Court",,42.983307,-78.893502,1,0
277,49060,"Skillen Street & Vulcan Street",,42.963849,-78.901982,1,0
279,49055,"Skillen Street & Vulcan Street",,42.963739,-78.901952,1,0
280,48980,"75 Skillen Street",,42.957779,-78.892091,1,0
281,48990,"Skillen Street & Doyle Avenue",,42.960497,-78.897360,1,0
282,49000,"Skillen Street & Military Road",,42.956499,-78.889651,1,0
283,49010,"Skillen Street & Military Road",,42.956878,-78.890180,1,0
284,49020,"Skillen Street & Ontario Street",,42.958530,-78.894123,1,0
285,49030,"Skillen Street & Ontario Street",,42.959100,-78.894741,1,0
286,49040,"Skillen Street & Roesch Avenue",,42.962498,-78.900253,1,0
288,48943,"Sheridan-Parkside Drive & Sheridan Drive",,42.981088,-78.892843,1,0
289,49720,"South Park Avenue & Bradley Lane",,42.747208,-78.824842,1,0
292,49630,"South Park Avenue & Beetow Drive",,42.758898,-78.824192,1,0
293,49640,"South Park Avenue & Beetow Drive",,42.759468,-78.824572,1,0
294,49650,"South Park Avenue & Town Hall Plaza",,42.733340,-78.825392,1,0
295,49660,"South Park Avenue & Town Hall Plaza",,42.733669,-78.825591,1,0
296,49670,"South Park Avenue & Big Tree Road",,42.771619,-78.823721,1,0
297,49680,"South Park Avenue & Big Tree Road",,42.772087,-78.823971,1,0
298,49600,"South Park Avenue & Bailey Avenue",,42.857340,-78.829711,1,0
299,49710,"South Park Avenue & Botanical Gardens",,42.828329,-78.824002,1,0
300,49590,"South Park Avenue & Bailey Avenue",,42.857258,-78.829741,1,0
301,49730,"South Park Avenue & Bradley Lane",,42.748129,-78.824980,1,0
302,49740,"South Park Avenue & Buffalo Raceway",,42.738440,-78.825383,1,0
303,49750,"South Park Avenue & Chicago Street",,42.872390,-78.867821,1,0
304,49760,"South Park Avenue & Chicago Street",,42.872337,-78.868311,1,0
305,49770,"South Park Avenue & Choate Avenue",,42.844159,-78.823652,1,0
306,49772,"South Park Avenue & Clark Street",,42.725319,-78.825841,1,0
307,49780,"South Park Avenue & Cleveland Avenue",,42.808769,-78.823842,1,0
309,49700,"South Park Avenue & Bolton Place",,42.867309,-78.849850,1,0
310,49500,"South Park Avenue & Alabama Street",,42.871099,-78.860980,1,0
311,49800,"South Park Avenue & Colgate Avenue",,42.840208,-78.823832,1,0
312,49360,"Southside Parkway & South Park High School",,42.852449,-78.823891,1,0
313,49390,"1176 South Park Avenue",,42.859877,-78.837411,1,0
314,49400,"1263 South Park Avenue",,42.859949,-78.837941,1,0
315,49440,"2535 South Park",,42.830979,-78.824023,1,0
316,49450,"2542 South Park Avenue",,42.831198,-78.823823,1,0
317,49452,"5285 South Park Avenue",,42.753467,-78.824801,1,0
318,49460,"5391 South Park Avenue",,42.750190,-78.824871,1,0
319,49610,"South Park Avenue & Bayview Road",,42.765059,-78.824141,1,0
320,49490,"South Park Avenue & Alabama Street",,42.871110,-78.860501,1,0
322,49510,"South Park Avenue & Alamo Place",,42.854868,-78.827491,1,0
323,49520,"South Park Avenue & Aldrich Place",,42.832790,-78.823811,1,0
324,49530,"South Park Avenue & Aldrich Place",,42.832839,-78.824023,1,0
325,49540,"South Park Avenue & Arnold Place",,42.812948,-78.823892,1,0
326,49550,"South Park Avenue & Arnold Place",,42.813219,-78.824014,1,0
327,49560,"South Park Avenue & Autumn Lane",,42.806798,-78.823843,1,0
328,49570,"South Park Avenue & Avon Street",,42.793409,-78.823781,1,0
329,49580,"South Park Avenue & Avon Street",,42.793368,-78.823942,1,0
330,49470,"South Park Avenue & Abott Road",,42.856849,-78.828963,1,0
331,43780,"Richmond Avenue & Vermont Street",,42.911110,-78.882141,1,0
332,43690,"Richmond Avenue & Connecticut Street",,42.909090,-78.882241,1,0
333,43700,"Richmond Avenue & Highland Avenue",,42.914288,-78.882004,1,0
334,43710,"Richmond Avenue & Lexington Avenue",,42.913058,-78.881952,1,0
335,43720,"Richmond Avenue & Porter Avenue",,42.902659,-78.882011,1,0
336,43730,"Richmond Avenue & Rhode Island Street",,42.913529,-78.882241,1,0
338,43750,"Richmond Avenue & Summer Street",,42.904928,-78.881760,1,0
339,43880,"Ridge Road & Electric Avenue",,42.825758,-78.827993,1,0
340,43770,"Richmond Avenue & West Utica Street",,42.911570,-78.881943,1,0
341,43660,"Richmond Avenue & 17th Street",,42.906599,-78.881812,1,0
342,43790,"1956 Ridge Road",,42.829329,-78.779224,1,0
343,43800,"1955 Ridge Road",,42.829148,-78.779210,1,0
344,43810,"Ridge Road & Abbott Road",,42.828159,-78.804761,1,0
345,43820,"Ridge Road & Abbott Road",,42.828359,-78.804972,1,0
346,43840,"Ridge Road & Center Street",,42.825939,-78.832363,1,0
347,43850,"Ridge Road & Center Street",,42.825969,-78.832102,1,0
348,43860,"Ridge Road & Community Dirve",,42.828057,-78.800192,1,0
349,46600,"Seneca Street & Hammerschmidt Avenue",,42.859858,-78.815591,1,0
350,43760,"Summer Street & Richmond Avenue",,42.904769,-78.881612,1,0
351,43524,"Amherst Station",,42.939819,-78.838361,1,0
352,43514,"Allen/Medical Campus Sta.",,42.899748,-78.869683,1,0
353,43515,"Allen/Medical Campus Sta.",,42.899828,-78.869873,1,0
354,43516,"Summer-Best Station",,42.904829,-78.867941,1,0
355,43517,"Summer-Best Station",,42.904878,-78.868192,1,0
356,43518,"Utica Station",,42.911529,-78.865713,1,0
357,43519,"Utica Station",,42.911669,-78.865903,1,0
358,43520,"Delavan/Canisius College",,42.922399,-78.856843,1,0
359,43521,"Delavan/Canisius College",,42.922468,-78.857171,1,0
360,43680,"Richmond Avenue & Bryant Street",,42.908599,-78.881780,1,0
361,43523,"Humboldt Station",,42.927529,-78.851911,1,0
362,43670,"Richmond Avenue & 17th Street",,42.906868,-78.882020,1,0
363,43525,"Amherst Station",,42.939828,-78.838630,1,0
364,43526,"LaSalle Station",,42.947259,-78.830050,1,0
365,43527,"LaSalle Station",,42.947528,-78.830232,1,0
366,43528,"University Station",,42.954389,-78.820153,1,0
367,43529,"University Station",,42.954409,-78.820253,1,0
370,43890,"Ridge Road & Electric Avenue",,42.825788,-78.827522,1,0
371,43522,"Humboldt Station",,42.927499,-78.851533,1,0
372,44231,"Ridge Lea Road & 4248 Amherst Comm. Park",,42.997360,-78.814392,1,0
374,44130,"Ridge Road & South Park Avenue",,42.825868,-78.824342,1,0
375,44140,"Ridge Road & Steelawanna Avenue",,42.827279,-78.845292,1,0
376,44150,"Ridge Road & Steelawanna Avenue",,42.827309,-78.844971,1,0
377,44160,"Ridge Road & South Shore Boulevard",,42.828249,-78.810181,1,0
378,44170,"Ridge Road & South Shore Boulevard",,42.828370,-78.808802,1,0
379,44200,"Ridge Road & Victory Avenue",,42.825778,-78.825583,1,0
380,43870,"Ridge Road & Community Dirve",,42.828200,-78.800000,1,0
381,44230,"Ridge Road & Wilkes Barre Avenue",,42.827109,-78.843130,1,0
382,44081,"Ridge Road & Simon Avenue",,42.827778,-78.849462,1,0
383,44232,"Bailey Avenue & 6000 Amherst Dev. Park",,42.995348,-78.815303,1,0
384,44240,"Ridge Lea Road & North Bailey Avenue",,43.001328,-78.819213,1,0
385,44250,"Ridge Lea Road & OTB Driveway",,43.001399,-78.819074,1,0
386,44255,"Ridge Lea Road & Romney Road",,42.997658,-78.814693,1,0
387,44260,"Riley Street & Main Street",,42.768067,-78.611640,1,0
388,44263,"Riley Street & Deaconess Center Rear",,42.909249,-78.845810,1,0
389,44300,"Liberty Drive & River Road",,43.066908,-78.922393,1,0
390,44310,"3738 River Road",,42.976369,-78.932553,1,0
391,44210,"Ridge Road & Victory Avenue",,42.825838,-78.825403,1,0
392,43990,"Ridge Road & Melroy Avenue",,42.826339,-78.820520,1,0
393,43900,"Ridge Road & Fairview Drive",,42.826887,-78.840800,1,0
394,43910,"Ridge Road & Franklin Avenue",,42.825799,-78.829700,1,0
395,43920,"Ridge Road & Franklin Street",,42.825838,-78.829342,1,0
396,43930,"Ridge Road & Gates Avenue",,42.827529,-78.848504,1,0
397,43940,"Ridge Road & Gates Avenue",,42.827600,-78.847793,1,0
398,43960,"Ridge Road & Holland Avenue",,42.827008,-78.842552,1,0
399,43970,"Ridge Road & Ingham Avenue",,42.826819,-78.840734,1,0
400,43973,"Ridge Road & Langner Road",,42.828997,-78.782260,1,0
401,44100,"Ridge Road & Slade Avenue",,42.828627,-78.786923,1,0
402,43980,"Ridge Road & Melroy Avenue",,42.826068,-78.820970,1,0
403,44090,"Ridge Road & Seneca Street",,42.829608,-78.774013,1,0
404,44000,"Ridge Road & Orchard Place",,42.828268,-78.812853,1,0
405,44010,"Ridge Road & Orchard Place",,42.828400,-78.812303,1,0
406,44020,"Ridge Road & Orchard Park Road",,42.829458,-78.777063,1,0
407,44040,"Ridge Road & Orleans Street",,42.828238,-78.807062,1,0
408,44050,"Ridge Road & Relich Avenue",,42.828348,-78.805521,1,0
409,44060,"Ridge Road & Rosary Avenue",,42.827238,-78.816780,1,0
410,44070,"Ridge Road & Rosary Avenue",,42.827509,-78.816401,1,0
411,43511,"Fountain Plaza Station",,42.889300,-78.873260,1,0
412,43974,"Ridge Road & Langner Road",,42.828849,-78.781832,1,0
413,43070,"Porter Avenue & DaVinci School",,42.902168,-78.890862,1,0
414,42990,"Plymouth Avenue & Vermont Street",,42.906637,-78.890241,1,0
415,43000,"Plymouth Avenue & York Street",,42.903300,-78.887083,1,0
416,43001,"6010 Porter Road",,43.107798,-78.994883,1,0
417,43002,"6000 Porter Road",,43.107579,-78.995173,1,0
418,43010,"Porter Road & 29th Street",,43.107129,-79.027402,1,0
419,43020,"Porter Road & 29th Street",,43.107179,-79.027041,1,0
420,43030,"Porter Road & 32nd Street",,43.107088,-79.024531,1,0
422,43060,"Porter Avenue & Busti Avenue",,42.900439,-78.894060,1,0
423,42960,"Plymouth Avenue & Pennsylvania Avenue",,42.900179,-78.884022,1,0
424,43080,"Porter Avenue & Fargo Avenue",,42.902417,-78.889932,1,0
425,43090,"Porter Avenue & Fargo Avenue",,42.902708,-78.889590,1,0
426,43110,"Porter Road & Hyde Park Boulevard",,43.107220,-79.028633,1,0
427,43120,"Porter Avenue & Jersey Street",,42.902598,-78.885364,1,0
428,43130,"Porter Avenue & Jersey Street",,42.902670,-78.884480,1,0
